,mainGrid,otherGrids,hourOfDay
24152,211.0,207.0,8
24153,226.5,216.0,9
24154,230.5,220.0,10
24155,223.5,216.0,11
24156,219.5,205.0,12
24157,204.5,197.0,13
24158,205.5,198.0,14
24159,209.5,201.0,15
24160,209.5,199.0,16
24161,208.5,195.0,17
24162,197.5,183.0,18
24163,205.5,192.0,19
24164,219.5,204.0,20
24165,208.0,196.0,21
24166,189.0,176.0,22
24167,177.0,162.0,23
24168,153.5,140.0,0
24169,141.5,130.0,1
24170,135.5,120.0,2
24171,135.5,121.0,3
24172,131.0,119.0,4
24173,135.0,127.0,5
24174,134.0,123.0,6
24175,160.0,144.0,7
24176,172.0,160.0,8
24177,190.5,181.0,9
24178,196.5,186.0,10
24179,188.5,179.0,11
24180,180.5,172.0,12
24181,165.7,159.0,13
24182,156.7,149.0,14
24183,157.7,149.0,15
24184,156.7,147.0,16
24185,154.0,142.0,17
24186,156.0,144.0,18
24187,170.0,158.0,19
24188,200.0,183.0,20
24189,179.0,170.0,21
24190,169.0,161.0,22
24191,162.0,150.0,23
24192,149.0,136.0,0
24193,135.5,124.0,1
24194,127.5,115.0,2
24195,124.5,113.0,3
24196,118.5,108.0,4
24197,121.5,109.0,5
24198,122.5,108.0,6
24199,127.5,118.0,7
24200,119.5,109.0,8
24201,137.5,124.0,9
24202,149.5,136.0,10
24203,153.5,138.0,11
24204,148.5,139.0,12
24205,143.2,131.0,13
24206,131.2,124.0,14
24207,133.2,122.0,15
24208,127.5,118.0,16
24209,130.5,119.0,17
24210,132.5,120.0,18
24211,153.5,136.0,19
24212,188.5,172.0,20
24213,183.5,168.0,21
24214,173.5,162.0,22
24215,162.5,151.0,23
24216,144.0,135.0,0
24217,128.0,120.0,1
24218,124.0,114.0,2
24219,125.5,110.0,3
24220,122.5,110.0,4
24221,126.5,115.0,5
24222,138.5,129.0,6
24223,178.5,165.0,7
24224,205.5,188.0,8
24225,233.5,216.0,9
24226,227.5,216.0,10
24227,225.0,214.0,11
24228,221.0,202.0,12
24229,202.5,193.0,13
24230,205.5,193.0,14
24231,211.5,204.0,15
24232,216.0,204.0,16
24233,204.0,194.0,17
24234,210.0,196.0,18
24235,230.0,225.0,19
24236,225.0,207.0,20
24237,211.0,194.0,21
24238,190.0,176.0,22
24239,174.0,156.0,23
24240,152.5,140.0,0
24241,139.5,122.0,1
24242,137.5,119.0,2
24243,130.5,116.0,3
24244,129.5,117.0,4
24245,133.5,126.0,5
24246,146.5,133.0,6
24247,186.5,181.0,7
24248,214.5,205.0,8
24249,235.5,220.0,9
24250,242.0,229.0,10
24251,240.0,228.0,11
24252,233.0,221.0,12
24253,211.7,200.0,13
24254,223.7,198.0,14
24255,214.7,204.0,15
24256,214.0,206.0,16
24257,207.0,199.0,17
24258,207.0,199.0,18
24259,223.0,214.0,19
24260,229.0,213.0,20
24261,217.0,194.0,21
24262,186.5,187.0,22
24263,170.0,156.0,23
24264,148.0,138.0,0
24265,140.0,127.0,1
24266,134.0,120.0,2
24267,130.0,115.0,3
24268,130.5,117.0,4
24269,134.5,122.0,5
24270,146.5,133.0,6
24271,186.5,166.0,7
24272,210.5,200.0,8
24273,229.5,218.0,9
24274,235.5,222.0,10
24275,228.5,217.0,11
24276,222.5,206.0,12
24277,203.0,196.0,13
24278,206.0,197.0,14
24279,210.5,202.0,15
24280,209.5,200.0,16
24281,201.5,193.0,17
24282,198.5,188.0,18
24283,223.0,211.0,19
24284,227.0,212.0,20
24285,214.5,193.0,21
24286,195.7,181.0,22
24287,173.2,156.0,23
24288,149.7,133.0,0
24289,137.7,126.0,1
24290,131.7,120.0,2
24291,128.5,116.0,3
24292,127.5,116.0,4
24293,131.5,120.0,5
24294,138.5,135.0,6
24295,183.5,164.0,7
24296,213.5,197.0,8
24297,230.5,220.0,9
24298,231.0,219.0,10
24299,230.5,216.0,11
24300,224.5,206.0,12
24301,211.0,196.0,13
24302,210.0,199.0,14
24303,214.0,203.0,15
24304,215.5,202.0,16
24305,207.5,194.0,17
24306,205.5,192.0,18
24307,227.5,235.0,19
24308,230.5,211.0,20
24309,204.0,201.0,21
24310,199.0,182.0,22
24311,181.0,167.0,23
24312,161.0,146.0,0
24313,144.0,128.0,1
24314,136.0,121.0,2
24315,129.0,117.0,3
24316,129.0,117.0,4
24317,133.0,121.0,5
24318,147.0,134.0,6
24319,177.0,171.0,7
24320,210.5,199.0,8
24321,245.0,222.0,9
24322,248.0,230.0,10
24323,231.0,223.0,11
24324,224.0,210.0,12
24325,211.5,200.0,13
24326,205.7,200.0,14
24327,216.7,202.0,15
24328,220.5,203.0,16
24329,203.5,202.0,17
24330,206.5,193.0,18
24331,222.5,226.0,19
24332,232.5,214.0,20
24333,215.2,195.0,21
24334,192.2,178.0,22
24335,172.2,169.0,23
24336,152.2,141.0,0
24337,139.2,132.0,1
24338,132.2,121.0,2
24339,126.2,119.0,3
24340,126.7,116.0,4
24341,126.7,119.0,5
24342,135.5,125.0,6
24343,164.0,159.0,7
24344,169.5,169.0,8
24345,184.0,183.0,9
24346,195.0,186.0,10
24347,190.0,179.0,11
24348,179.0,167.0,12
24349,168.0,159.0,13
24350,160.5,151.0,14
24351,158.0,150.0,15
24352,160.0,150.0,16
24353,161.0,147.0,17
24354,154.0,154.0,18
24355,201.5,190.0,19
24356,201.5,185.0,20
24357,183.0,174.0,21
24358,168.0,162.0,22
24359,159.5,150.0,23
24360,141.5,134.0,0
24361,125.5,119.0,1
24362,120.5,111.0,2
24363,119.5,103.0,3
24364,115.5,104.0,4
24365,115.5,106.0,5
24366,118.5,109.0,6
24367,125.5,116.0,7
24368,116.5,107.0,8
24369,137.5,127.0,9
24370,146.5,138.0,10
24371,148.0,140.0,11
24372,150.0,141.0,12
24373,139.5,130.0,13
24374,129.5,123.0,14
24375,132.5,125.0,15
24376,129.5,121.0,16
24377,126.5,117.0,17
24378,136.5,126.0,18
24379,168.5,143.0,19
24380,183.5,172.0,20
24381,176.5,169.0,21
24382,164.5,158.0,22
24383,155.5,148.0,23
24384,139.5,127.0,0
24385,125.5,117.0,1
24386,120.5,113.0,2
24387,118.5,107.0,3
24388,116.5,105.0,4
24389,118.5,111.0,5
24390,134.5,126.0,6
24391,177.5,164.0,7
24392,201.5,186.0,8
24393,220.5,206.0,9
24394,226.5,203.0,10
24395,226.5,202.0,11
24396,218.5,190.0,12
24397,197.5,185.0,13
24398,200.5,187.0,14
24399,204.5,194.0,15
24400,206.5,199.0,16
24401,198.5,190.0,17
24402,194.5,182.0,18
24403,232.5,224.0,19
24404,220.5,216.0,20
24405,214.5,205.0,21
24406,188.5,186.0,22
24407,170.5,159.0,23
24408,149.5,139.0,0
24409,138.5,126.0,1
24410,125.5,117.0,2
24411,126.0,112.0,3
24412,126.0,112.0,4
24413,127.5,117.0,5
24414,140.5,131.0,6
24415,181.5,177.0,7
24416,206.7,199.0,8
24417,225.7,214.0,9
24418,227.7,216.0,10
24419,221.2,210.0,11
24420,220.7,210.0,12
24421,200.7,192.0,13
24422,204.7,202.0,14
24423,204.0,194.0,15
24424,204.0,197.0,16
24425,197.0,187.0,17
24426,196.5,192.0,18
24427,234.5,227.0,19
24428,229.5,210.0,20
24429,215.0,205.0,21
24430,193.0,180.0,22
24431,170.5,159.0,23
24432,151.5,141.0,0
24433,136.5,126.0,1
24434,127.5,115.0,2
24435,123.5,111.0,3
24436,122.5,111.0,4
24437,131.5,119.0,5
24438,141.5,126.0,6
24439,182.5,165.0,7
24440,207.0,206.0,8
24441,234.2,224.0,9
24442,234.1,222.0,10
24443,231.9,223.0,11
24444,226.9,214.0,12
24445,205.9,194.0,13
24446,201.0,204.0,14
24447,208.0,200.0,15
24448,203.0,197.0,16
24449,204.5,191.0,17
24450,202.5,194.0,18
24451,245.0,238.0,19
24452,232.0,218.0,20
24453,218.0,208.0,21
24454,193.0,184.0,22
24455,177.2,164.0,23
24456,155.5,143.0,0
24457,134.5,128.0,1
24458,133.5,121.0,2
24459,128.0,119.0,3
24460,126.0,117.0,4
24461,139.0,126.0,5
24462,149.0,140.0,6
24463,196.5,192.0,7
24464,230.5,220.0,8
24465,240.0,230.0,9
24466,243.5,227.0,10
24467,236.0,218.0,11
24468,230.0,212.0,12
24469,211.5,204.0,13
24470,211.5,205.0,14
24471,222.5,209.0,15
24472,216.5,206.0,16
24473,204.5,194.0,17
24474,210.5,192.0,18
24475,249.5,231.0,19
24476,236.0,214.0,20
24477,224.5,204.0,21
24478,197.5,184.0,22
24479,172.0,156.0,23
24480,153.5,139.0,0
24481,140.5,122.0,1
24482,132.5,115.0,2
24483,132.8,112.0,3
24484,125.8,112.0,4
24485,133.8,121.0,5
24486,138.8,137.0,6
24487,200.2,195.0,7
24488,243.0,232.0,8
24489,255.0,241.0,9
24490,256.0,242.0,10
24491,246.0,237.0,11
24492,241.0,228.0,12
24493,220.5,207.0,13
24494,217.5,202.0,14
24495,220.5,205.0,15
24496,217.5,205.0,16
24497,212.5,198.0,17
24498,213.5,199.0,18
24499,248.5,238.0,19
24500,250.5,223.0,20
24501,216.5,208.0,21
24502,191.5,184.0,22
24503,182.5,167.0,23
24504,157.5,147.0,0
24505,146.5,133.0,1
24506,137.5,123.0,2
24507,129.5,117.0,3
24508,132.5,117.0,4
24509,135.5,122.0,5
24510,145.5,130.0,6
24511,185.5,164.0,7
24512,188.5,181.0,8
24513,208.0,201.0,9
24514,211.0,200.0,10
24515,201.0,191.0,11
24516,190.0,180.0,12
24517,174.0,163.0,13
24518,163.0,152.0,14
24519,163.5,152.0,15
24520,162.5,147.0,16
24521,161.5,148.0,17
24522,170.5,158.0,18
24523,215.0,198.0,19
24524,205.0,195.0,20
24525,196.0,184.0,21
24526,178.5,169.0,22
24527,166.5,157.0,23
24528,149.5,136.0,0
24529,134.5,127.0,1
24530,127.5,115.0,2
24531,125.5,110.0,3
24532,119.5,107.0,4
24533,123.5,112.0,5
24534,128.5,116.0,6
24535,136.5,128.0,7
24536,134.0,123.0,8
24537,151.5,138.0,9
24538,160.5,148.0,10
24539,162.0,152.0,11
24540,162.0,154.0,12
24541,154.0,143.0,13
24542,142.0,131.0,14
24543,146.3,131.0,15
24544,137.0,126.0,16
24545,138.5,125.0,17
24546,146.0,132.0,18
24547,194.0,177.0,19
24548,196.0,177.0,20
24549,186.0,171.0,21
24550,178.0,169.0,22
24551,164.0,155.0,23
24552,145.5,135.0,0
24553,131.5,119.0,1
24554,124.5,111.0,2
24555,120.5,112.0,3
24556,125.5,115.0,4
24557,130.5,121.0,5
24558,146.5,133.0,6
24559,202.5,192.0,7
24560,235.5,207.0,8
24561,252.5,236.0,9
24562,248.0,237.0,10
24563,238.5,228.0,11
24564,229.5,220.0,12
24565,214.0,206.0,13
24566,213.5,204.0,14
24567,214.5,204.0,15
24568,217.0,203.0,16
24569,214.0,199.0,17
24570,217.0,206.0,18
24571,248.0,235.0,19
24572,239.0,224.0,20
24573,224.0,213.0,21
24574,199.5,192.0,22
24575,175.5,163.0,23
24576,163.5,143.0,0
24577,141.5,131.0,1
24578,124.5,120.0,2
24579,118.5,118.0,3
24580,117.5,118.0,4
24581,138.5,126.0,5
24582,153.5,142.0,6
24583,201.5,204.0,7
24584,242.5,230.0,8
24585,258.5,243.0,9
24586,248.5,242.0,10
24587,246.5,238.0,11
24588,240.0,227.0,12
24589,217.5,209.0,13
24590,219.5,209.0,14
24591,232.5,219.0,15
24592,230.5,217.0,16
24593,228.5,208.0,17
24594,224.5,215.0,18
24595,256.5,245.0,19
24596,234.5,226.0,20
24597,221.5,213.0,21
24598,202.5,193.0,22
24599,180.5,177.0,23
24600,147.0,145.0,0
24601,141.5,134.0,1
24602,133.5,123.0,2
24603,132.5,122.0,3
24604,129.5,122.0,4
24605,135.5,127.0,5
24606,158.5,152.0,6
24607,194.5,202.0,7
24608,241.7,231.0,8
24609,248.5,251.0,9
24610,261.5,252.0,10
24611,262.0,238.0,11
24612,244.5,234.0,12
24613,228.5,217.0,13
24614,228.5,220.0,14
24615,236.5,220.0,15
24616,227.5,221.0,16
24617,224.5,217.0,17
24618,221.5,220.0,18
24619,252.5,242.0,19
24620,239.0,227.0,20
24621,222.5,212.0,21
24622,197.5,185.0,22
24623,182.5,166.0,23
24624,158.0,141.0,0
24625,144.0,134.0,1
24626,139.5,123.0,2
24627,133.9,121.0,3
24628,133.9,119.0,4
24629,140.9,127.0,5
24630,152.7,145.0,6
24631,203.9,199.0,7
24632,252.9,234.0,8
24633,257.9,256.0,9
24634,261.5,256.0,10
24635,254.5,252.0,11
24636,246.5,249.0,12
24637,229.0,237.0,13
24638,229.0,233.0,14
24639,232.5,222.0,15
24640,232.5,220.0,16
24641,235.5,222.0,17
24642,222.5,211.0,18
24643,265.5,242.0,19
24644,242.5,231.0,20
24645,227.5,221.0,21
24646,203.5,192.0,22
24647,179.5,166.0,23
24648,157.0,142.0,0
24649,146.5,131.0,1
24650,138.5,124.0,2
24651,134.5,119.0,3
24652,131.9,118.0,4
24653,138.9,122.0,5
24654,158.9,141.0,6
24655,205.9,185.0,7
24656,249.9,236.0,8
24657,244.4,233.0,9
24658,250.0,232.0,10
24659,247.0,231.0,11
24660,226.0,226.0,12
24661,213.5,200.0,13
24662,217.5,203.0,14
24663,215.5,204.0,15
24664,217.9,204.0,16
24665,203.9,198.0,17
24666,208.9,204.0,18
24667,254.9,236.0,19
24668,237.0,213.0,20
24669,224.0,200.0,21
24670,192.0,181.0,22
24671,180.0,164.0,23
24672,155.0,141.0,0
24673,150.5,132.0,1
24674,139.5,123.0,2
24675,135.5,119.0,3
24676,130.9,117.0,4
24677,138.9,119.0,5
24678,147.9,133.0,6
24679,172.6,168.0,7
24680,218.2,199.0,8
24681,218.2,203.0,9
24682,222.2,209.0,10
24683,214.5,200.0,11
24684,197.5,184.0,12
24685,182.5,170.0,13
24686,168.0,155.0,14
24687,163.0,153.0,15
24688,165.9,153.0,16
24689,165.9,150.0,17
24690,169.9,163.0,18
24691,222.9,209.0,19
24692,209.9,193.0,20
24693,199.5,181.0,21
24694,180.0,166.0,22
24695,171.5,155.0,23
24696,155.5,139.0,0
24697,143.5,126.0,1
24698,131.0,114.0,2
24699,119.4,110.0,3
24700,120.9,111.0,4
24701,125.4,111.0,5
24702,137.9,119.0,6
24703,143.4,128.0,7
24704,145.0,131.0,8
24705,161.5,148.0,9
24706,170.5,155.0,10
24707,164.5,158.0,11
24708,166.0,147.0,12
24709,156.5,140.0,13
24710,148.5,132.0,14
24711,144.9,130.0,15
24712,138.9,126.0,16
24713,146.9,130.0,17
24714,186.9,175.0,18
24715,195.9,183.0,19
24716,197.5,172.0,20
24717,188.0,174.0,21
24718,174.5,160.0,22
24719,161.5,146.0,23
24720,143.5,130.0,0
24721,132.5,110.0,1
24722,130.0,113.0,2
24723,124.0,109.0,3
24724,124.9,109.0,4
24725,132.9,115.0,5
24726,156.9,133.0,6
24727,200.9,192.0,7
24728,223.5,205.0,8
24729,249.0,241.0,9
24730,255.5,243.0,10
24731,250.5,240.0,11
24732,244.5,220.0,12
24733,226.5,213.0,13
24734,234.0,218.0,14
24735,232.0,219.0,15
24736,239.5,222.0,16
24737,229.5,224.0,17
24738,263.5,241.0,18
24739,265.9,236.0,19
24740,235.4,217.0,20
24741,224.5,206.0,21
24742,199.0,184.0,22
24743,182.0,162.0,23
24744,159.5,142.0,0
24745,138.0,129.0,1
24746,139.0,121.0,2
24747,130.4,118.0,3
24748,135.4,120.0,4
24749,137.9,127.0,5
24750,158.9,146.0,6
24751,201.9,197.0,7
24752,245.4,235.0,8
24753,264.5,249.0,9
24754,269.5,256.0,10
24755,256.0,248.0,11
24756,258.0,242.0,12
24757,241.0,227.0,13
24758,239.5,226.0,14
24759,242.5,227.0,15
24760,247.0,231.0,16
24761,252.0,235.0,17
24762,274.4,257.0,18
24763,270.4,258.0,19
24764,248.4,235.0,20
24765,233.0,218.0,21
24766,208.5,195.0,22
24767,187.0,167.0,23
24768,160.5,145.0,0
24769,150.0,131.0,1
24770,141.0,122.0,2
24771,138.0,122.0,3
24772,140.0,118.0,4
24773,146.0,129.0,5
24774,162.5,148.0,6
24775,210.0,194.0,7
24776,234.0,224.0,8
24777,259.5,239.0,9
24778,260.0,242.0,10
24779,251.5,236.0,11
24780,238.5,224.0,12
24781,225.0,212.0,13
24782,224.0,212.0,14
24783,233.5,217.0,15
24784,229.5,214.0,16
24785,236.5,227.0,17
24786,278.0,259.0,18
24787,269.5,253.0,19
24788,244.0,228.0,20
24789,228.5,215.0,21
24790,208.0,193.0,22
24791,182.5,163.0,23
24792,161.0,147.0,0
24793,145.5,135.0,1
24794,136.0,124.0,2
24795,127.0,122.0,3
24796,130.5,123.0,4
24797,142.5,130.0,5
24798,162.5,154.0,6
24799,212.0,193.0,7
24800,235.0,226.0,8
24801,259.5,238.0,9
24802,258.0,238.0,10
24803,250.0,236.0,11
24804,246.0,227.0,12
24805,224.5,213.0,13
24806,225.5,213.0,14
24807,228.5,220.0,15
24808,234.5,224.0,16
24809,238.5,226.0,17
24810,277.5,259.0,18
24811,277.5,260.0,19
24812,247.5,235.0,20
24813,231.5,213.0,21
24814,212.5,194.0,22
24815,189.5,160.0,23
24816,166.5,144.0,0
24817,149.0,136.0,1
24818,142.5,126.0,2
24819,141.5,123.0,3
24820,136.5,123.0,4
24821,143.0,129.0,5
24822,165.0,154.0,6
24823,215.5,199.0,7
24824,236.0,222.0,8
24825,262.0,244.0,9
24826,260.0,244.0,10
24827,261.0,241.0,11
24828,248.5,224.0,12
24829,233.5,214.0,13
24830,230.5,218.0,14
24831,236.5,225.0,15
24832,239.5,229.0,16
24833,244.5,229.0,17
24834,268.0,251.0,18
24835,264.0,255.0,19
24836,243.5,228.0,20
24837,225.5,211.0,21
24838,204.5,187.0,22
24839,182.0,166.0,23
24840,165.0,139.0,0
24841,146.0,133.0,1
24842,127.5,123.0,2
24843,132.0,120.0,3
24844,128.5,116.0,4
24845,131.0,118.0,5
24846,138.0,129.0,6
24847,154.5,135.0,7
24848,156.0,130.0,8
24849,165.0,150.0,9
24850,178.0,164.0,10
24851,182.5,166.0,11
24852,174.5,163.0,12
24853,163.5,150.0,13
24854,152.5,140.0,14
24855,150.5,137.0,15
24856,154.5,140.0,16
24857,163.5,148.0,17
24858,199.5,189.0,18
24859,209.0,195.0,19
24860,197.0,184.0,20
24861,187.0,181.0,21
24862,175.5,163.0,22
24863,162.5,149.0,23
24864,147.5,135.0,0
24865,137.5,124.0,1
24866,131.0,116.0,2
24867,126.0,113.0,3
24868,122.0,111.0,4
24869,127.0,113.0,5
24870,135.5,120.0,6
24871,144.0,129.0,7
24872,137.5,121.0,8
24873,151.5,139.0,9
24874,164.0,152.0,10
24875,163.0,149.0,11
24876,164.5,150.0,12
24877,157.0,140.0,13
24878,149.0,134.0,14
24879,146.5,130.0,15
24880,142.5,130.0,16
24881,149.5,138.0,17
24882,188.5,177.0,18
24883,202.5,192.0,19
24884,201.5,184.0,20
24885,191.5,177.0,21
24886,177.5,167.0,22
24887,171.5,150.0,23
24888,142.5,133.0,0
24889,135.5,120.0,1
24890,127.0,112.0,2
24891,125.0,112.0,3
24892,125.0,110.0,4
24893,134.5,118.0,5
24894,151.5,146.0,6
24895,203.5,188.0,7
24896,221.0,207.0,8
24897,249.0,237.0,9
24898,246.0,235.0,10
24899,241.5,228.0,11
24900,235.5,218.0,12
24901,217.0,206.0,13
24902,221.0,209.0,14
24903,227.0,214.0,15
24904,227.0,215.0,16
24905,238.0,219.0,17
24906,272.0,250.0,18
24907,264.0,253.0,19
24908,238.0,223.0,20
24909,227.0,211.0,21
24910,195.5,187.0,22
24911,175.5,162.0,23
24912,164.5,146.0,0
24913,146.5,135.0,1
24914,134.5,126.0,2
24915,128.5,122.0,3
24916,133.5,122.0,4
24917,140.5,127.0,5
24918,157.5,150.0,6
24919,207.0,197.0,7
24920,243.0,225.0,8
24921,267.5,237.0,9
24922,264.5,235.0,10
24923,266.5,247.0,11
24924,265.0,249.0,12
24925,243.5,228.0,13
24926,239.0,228.0,14
24927,249.0,237.0,15
24928,258.5,241.0,16
24929,277.5,255.0,17
24930,260.5,252.0,18
24931,265.5,254.0,19
24932,241.5,231.0,20
24933,230.5,213.0,21
24934,208.5,193.0,22
24935,178.5,171.0,23
24936,162.5,148.0,0
24937,143.5,134.0,1
24938,135.5,126.0,2
24939,135.5,122.0,3
24940,133.5,121.0,4
24941,140.5,130.0,5
24942,155.0,144.0,6
24943,202.0,191.0,7
24944,236.0,227.0,8
24945,260.0,245.0,9
24946,260.0,250.0,10
24947,259.0,250.0,11
24948,259.0,246.0,12
24949,237.5,228.0,13
24950,238.0,233.0,14
24951,244.5,235.0,15
24952,252.5,243.0,16
24953,275.5,256.0,17
24954,272.5,258.0,18
24955,259.5,250.0,19
24956,239.5,228.0,20
24957,231.0,215.0,21
24958,200.5,187.0,22
24959,178.0,174.0,23
24960,158.5,151.0,0
24961,147.5,137.0,1
24962,134.5,128.0,2
24963,127.5,123.0,3
24964,132.5,123.0,4
24965,137.5,129.0,5
24966,154.5,140.0,6
24967,204.5,189.0,7
24968,232.5,222.0,8
24969,259.5,247.9,6
24970,261.5,251.0,10
24971,260.0,251.0,11
24972,252.0,241.0,12
24973,239.5,231.0,13
24974,235.5,228.0,14
24975,250.5,237.0,15
24976,257.5,249.0,16
24977,278.3,267.0,17
24978,273.3,258.0,18
24979,262.8,252.0,19
24980,238.8,229.0,20
24981,228.3,213.0,21
24982,203.3,191.0,22
24983,183.0,180.0,23
24984,161.5,151.0,0
24985,144.0,138.0,1
24986,136.0,130.0,2
24987,131.5,125.0,3
24988,132.0,125.0,4
24989,140.0,130.0,5
24990,152.5,141.0,6
24991,201.5,190.0,7
24992,239.0,225.0,8
24993,258.5,247.0,9
24994,265.5,254.0,10
24995,256.5,245.0,11
24996,253.5,240.0,12
24997,230.5,225.0,13
24998,230.0,227.0,14
24999,237.0,231.0,15
25000,238.5,227.0,16
25001,246.0,232.0,17
25002,267.5,256.0,18
25003,264.0,261.0,19
25004,242.0,230.0,20
25005,225.5,214.0,21
25006,201.5,191.0,22
25007,181.0,165.0,23
25008,162.0,155.0,0
25009,148.5,140.0,1
25010,136.5,130.0,2
25011,131.0,127.0,3
25012,128.0,122.0,4
25013,132.5,127.0,5
25014,140.5,139.0,6
25015,171.5,164.0,7
25016,182.0,177.0,8
25017,214.0,206.0,9
25018,219.0,210.0,10
25019,216.0,201.0,11
25020,198.0,187.0,12
25021,183.0,170.0,13
25022,175.5,162.0,14
25023,176.5,165.0,15
25024,175.0,163.0,16
25025,182.0,166.0,17
25026,221.0,200.0,18
25027,224.5,210.0,19
25028,213.0,199.0,20
25029,199.0,187.0,21
25030,177.5,170.0,22
25031,166.5,155.0,23
25032,154.5,145.0,0
25033,134.5,133.0,1
25034,118.5,121.0,2
25035,125.0,115.0,3
25036,123.5,113.0,4
25037,119.0,114.0,5
25038,134.0,124.0,6
25039,136.5,132.0,7
25040,137.0,127.0,8
25041,156.0,143.0,9
25042,166.0,159.0,10
25043,170.5,160.0,11
25044,167.0,159.0,12
25045,162.0,149.0,13
25046,151.5,138.0,14
25047,147.5,139.0,15
25048,146.5,134.0,16
25049,154.0,145.0,17
25050,191.5,180.0,18
25051,197.5,182.0,19
25052,197.5,190.0,20
25053,188.5,182.0,21
25054,176.0,172.0,22
25055,165.5,153.0,23
25056,145.5,137.0,0
25057,133.5,124.0,1
25058,123.5,117.0,2
25059,123.5,114.0,3
25060,124.5,115.0,4
25061,130.5,120.0,5
25062,151.0,135.0,6
25063,199.5,181.0,7
25064,226.5,210.0,8
25065,253.5,246.0,9
25066,250.0,243.0,10
25067,238.5,235.0,11
25068,236.0,226.0,12
25069,223.5,213.0,13
25070,221.5,214.0,14
25071,224.0,219.0,15
25072,232.0,228.0,16
25073,251.0,239.0,17
25074,262.0,252.0,18
25075,257.0,248.0,19
25076,237.0,228.0,20
25077,222.0,213.0,21
25078,196.5,192.0,22
25079,174.5,165.0,23
25080,152.5,143.0,0
25081,145.4,129.0,1
25082,130.4,122.0,2
25083,128.4,119.0,3
25084,128.4,122.0,4
25085,134.4,130.0,5
25086,154.4,146.0,6
25087,200.4,188.0,7
25088,227.0,221.0,8
25089,253.5,246.0,9
25090,239.5,248.0,10
25091,237.5,231.0,11
25092,233.0,234.0,12
25093,230.5,226.0,13
25094,231.5,228.0,14
25095,252.5,242.0,15
25096,245.5,238.0,16
25097,278.5,251.0,17
25098,271.5,253.0,18
25099,259.5,248.0,19
25100,234.5,227.0,20
25101,220.5,212.0,21
25102,194.5,186.0,22
25103,181.5,170.0,23
25104,158.5,150.0,0
25105,141.5,133.0,1
25106,134.5,123.0,2
25107,131.5,122.0,3
25108,131.5,121.0,4
25109,136.5,128.0,5
25110,153.5,147.0,6
25111,202.0,197.0,7
25112,245.0,227.0,8
25113,264.0,248.0,9
25114,275.0,260.0,10
25115,267.5,255.0,11
25116,252.5,238.0,12
25117,233.5,224.0,13
25118,226.5,219.0,14
25119,233.5,224.0,15
25120,230.5,227.0,16
25121,245.5,237.0,17
25122,261.5,254.0,18
25123,257.5,249.0,19
25124,232.5,229.0,20
25125,220.5,211.0,21
25126,197.5,185.0,22
25127,174.5,167.0,23
25128,155.0,146.0,0
25129,144.5,138.0,1
25130,136.5,129.0,2
25131,129.5,123.0,3
25132,129.5,122.0,4
25133,139.0,129.0,5
25134,155.5,146.0,6
25135,187.5,191.0,7
25136,227.5,216.0,8
25137,257.0,243.0,9
25138,251.0,241.0,10
25139,247.0,236.0,11
25140,238.5,228.0,12
25141,216.5,212.0,13
25142,219.0,216.0,14
25143,228.0,217.0,15
25144,227.0,216.0,16
25145,236.5,229.0,17
25146,265.5,256.0,18
25147,259.5,251.0,19
25148,232.0,224.0,20
25149,225.0,225.0,21
25150,199.0,188.0,22
25151,181.0,164.0,23
25152,153.5,141.0,0
25153,143.0,133.0,1
25154,132.5,128.0,2
25155,129.5,125.0,3
25156,127.5,124.0,4
25157,135.5,128.0,5
25158,156.0,148.0,6
25159,199.5,188.0,7
25160,228.0,215.0,8
25161,251.0,242.0,9
25162,249.0,243.0,10
25163,246.0,237.0,11
25164,237.0,227.0,12
25165,217.5,212.0,13
25166,219.5,207.0,14
25167,226.5,215.0,15
25168,223.5,215.0,16
25169,237.5,231.0,17
25170,266.5,256.0,18
25171,260.5,246.0,19
25172,234.0,220.0,20
25173,219.0,207.0,21
25174,193.5,184.0,22
25175,175.0,168.0,23
25176,158.0,147.0,0
25177,141.5,134.0,1
25178,138.5,127.0,2
25179,125.5,123.0,3
25180,130.0,121.0,4
25181,135.0,126.0,5
25182,147.5,136.0,6
25183,176.5,177.0,7
25184,191.5,191.0,8
25185,209.0,204.0,9
25186,212.0,208.0,10
25187,206.0,196.0,11
25188,190.0,188.0,12
25189,175.0,169.0,13
25190,170.0,162.0,14
25191,170.0,161.0,15
25192,168.0,165.0,16
25193,186.5,180.0,17
25194,218.5,212.0,18
25195,218.5,214.0,19
25196,210.5,193.0,20
25197,189.5,182.0,21
25198,176.0,173.0,22
25199,163.5,158.0,23
25200,148.0,139.0,0
25201,134.0,127.0,1
25202,122.5,116.0,2
25203,118.5,113.0,3
25204,118.5,110.0,4
25205,117.5,113.0,5
25206,129.0,120.0,6
25207,140.5,130.0,7
25208,138.5,127.0,8
25209,151.0,140.0,9
25210,165.5,156.0,10
25211,165.0,157.0,11
25212,168.0,148.0,12
25213,153.0,142.0,13
25214,150.0,137.0,14
25215,143.5,136.0,15
25216,140.5,134.0,16
25217,156.0,147.0,17
25218,189.5,182.0,18
25219,196.5,188.0,19
25220,194.5,182.0,20
25221,188.0,181.0,21
25222,174.5,168.0,22
25223,157.5,150.0,23
25224,146.5,138.0,0
25225,130.5,125.0,1
25226,123.5,116.0,2
